ID_ECG,TYPE_ANN,RHYTHM
mitdb214,#,
mitdb214,+,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,~,(N
mitdb214,L,(N
mitdb214,~,(N
mitdb214,L,(N
mitdb214,+,(T
mitdb214,V,(T
mitdb214,L,(T
mitdb214,L,(T
mitdb214,V,(T
mitdb214,~,(T
mitdb214,L,(T
mitdb214,L,(T
mitdb214,~,(T
mitdb214,V,(T
mitdb214,L,(T
mitdb214,L,(T
mitdb214,V,(T
mitdb214,L,(T
mitdb214,L,(T
mitdb214,V,(T
mitdb214,+,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,|,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,|,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,+,(T
mitdb214,V,(T
mitdb214,L,(T
mitdb214,L,(T
mitdb214,V,(T
mitdb214,L,(T
mitdb214,L,(T
mitdb214,V,(T
mitdb214,L,(T
mitdb214,L,(T
mitdb214,V,(T
mitdb214,+,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,L,(N
mitdb214,V,(N
mitdb214,Q,(N
mitdb214,"""",TS
mitdb214,Q,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,V,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,V,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,V,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
mitdb214,L,TS
