ID_ECG,TYPE_ANN,RHYTHM
ltafdb13,Sample,
ltafdb13,+,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,+,(N
ltafdb13,N,(N
ltafdb13,+,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,A,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,+,(N
ltafdb13,A,(N
ltafdb13,N,(N
ltafdb13,A,(N
ltafdb13,+,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,V,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
ltafdb13,N,(SBR
