ID_ECG,TYPE_ANN,RHYTHM
ltafdb28,Sample,
ltafdb28,+,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
ltafdb28,N,(N
